"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"9440","DBShop(#10)","运营管理模块(#153)","","检测优惠促销规则说明是否可用","登录DBShop后台管理系统——输入账号admin——输入密码111111——点击运营管理——点击优惠促销规则——新建规则","1. 基本信息——填写名称——点击促销规则
2. 基本信息——填写名称为空——点击促销规则
3. 基本信息——填写名称——规则描述10000字——点击促销规则
4. 基本信息——填写名称——规则描述为标点符号——点击促销规则
5. 基本信息——填写名称——选择开始时间——点击促销规则
6. 基本信息——填写名称——选择结束时间——点击促销规则
7. 基本信息——填写名称——选择状态开启——点击促销规则
8. 基本信息——填写名称——选择状态关闭——点击促销规则
","1. 在优惠促销规则出现
2. 无法保存
3. 在优惠促销规则出现
4. 在优惠促销规则出现
5. 在优惠促销规则出现
6. 在优惠促销规则出现
7. 在优惠促销规则出现显示开启
8. 在优惠促销规则出现显示关闭
","","促销","3","功能测试","
单元测试阶段
功能测试阶段","正常","0","1","8","通过","张家旺","2018-11-28","张家旺","2018-12-03","2","",""
"9435","DBShop(#10)","系统管理模块(#154)","","对删除管理员组进行验证","在登录DBShop管理后台情况下","1. 点击系统管理，选择管理员设置中的管理员组，选择“ 管理员组1”，选择“删除”，确认删除
2. 点击系统管理，选择管理员设置中的管理员组，选择“ 管理员组1”，选择“删除”，取消删除
","1. 页面跳转到“管理管理员组”页面，无法查看删除信息
2. 该条信息没有被删除
","","","3","功能测试","","正常","0","1","2","通过","宋晓倩","2018-11-28","宋晓倩","2018-12-04","2","",""
"9431","DBShop(#10)","系统管理模块(#154)","","验证在线客服分组设置要求（在线客服设置中）","登录状态下","1. 
点击系统管理——选择在线客服设置——选择在线客服分组——点击添加在线客服组——在基本信息中填写——客服组名称空置不填写——显示位置全部勾选——客户组排序填写255——客服组状态选择启用——点击保存客户组信息

2. 点击系统管理——选择在线客服设置——选择在线客服分组——点击添加在线客服组——在基本信息中填写——客服组名称填写1号组——显示位置全部勾选——客户组排序空置填写——客服组状态选择启用——点击保存客户组信息
3. 点击系统管理——选择在线客服设置——选择在线客服分组——点击添加在线客服组——在基本信息中填写——客服组名称填写1号组——显示位置全部勾选——客户组排序填写255——客服组状态选择启用——点击保存客户组信息
4. 点击系统管理——选择在线客服设置——选择在线客服分组——点击添加在线客服组——在基本信息中填写——客服组名称填写2号组——显示位置全部勾选——客户组排序填写255——客服组状态选择禁用——点击保存客户组信息
5. 点击系统管理——选择在线客服设置——选择在线客服分组——点击1号组的操作为编辑选项
6. 点击系统管理——选择在线客服设置——选择在线客服分组——点击1号组的操作为编辑选项——点击刷新
7. 点击系统管理——选择在线客服设置——选择在线客服分组——点击1号组的操作为编辑选项——点击返回客服组列表
8. 点击系统管理——选择在线客服设置——选择在线客服分组——点击1号组的操作为删除选项——选择确定
","1. 提示“客服组名称不能为空！”
2. 
提示“客服组排序不能为空！”
3. 保存成功并跳转到在线客服组管理界面显示添加的组信息
4. 保存成功并跳转到在线客服组管理界面显示添加的组信息
5. 进入编辑客户组界面
6. 显示刷新后信息
7. 进入在线客服组管理界面
8. 
成功删除并不在到在线客服组管理界面显示
","","","2","功能测试","","正常","0","1","8","通过","孟雨轩","2018-11-28","孟雨轩","2018-11-28","1","",""
"9427","DBShop(#10)","系统管理模块(#154)","","对编辑管理员组进行验证","
在登录DBShop管理后台情况下","1. 
点击系统管理，选择管理员设置中的管理员组，选择“ 管理员组1”，选择“编辑”，设置管理员组名称为“管理员组2”，点击保存管理员组信息
2. 
点击系统管理，选择管理员设置中的管理员组，选择“ 管理员组1”，选择“编辑”，设置管理员组名称为空，点击保存管理员组信息
","1. 跳转页面到“管理管理员组”页面，可以查看修改信息
2. 
提示“请输入管理员组名称！”
","","","3","功能测试","","正常","0","1","2","通过","宋晓倩","2018-11-28","","0000-00-00","1","",""
"9425","DBShop(#10)","系统管理模块(#154)","","对添加管理员组进行验证","在登录DBShop管理后台情况下","1. 点击系统管理，选择管理员设置中的管理员组，选择“添加管理员组”，设置管理员组名称为空，点击保存管理员组信息
2. 点击系统管理，选择管理员设置中的管理员组，选择“添加管理员组”，设置管理员组名称为“管理员组1”，点击保存管理员组信息
","1. 
提示“请输入管理员组名称！”
2. 跳转页面到“管理管理员组”页面，可以查看添加信息
","","","3","功能测试","","正常","0","1","2","通过","宋晓倩","2018-11-28","","0000-00-00","1","",""
"9415","DBShop(#10)","系统管理模块(#154)","","对删除管理员进行验证","在登录DBShop管理后台情况下","1. 点击系统管理，选择管理员设置中的管理员，选择“管理员1”点击“删除”，确认删除
2. 点击系统管理，选择管理员设置中的管理员，选择“管理员1”点击“删除”，取消删除
","1. 可以查看到“管理管理员”页面已经删除信息
2. 该条信息没有被删除
","","","3","功能测试","","正常","0","2","2","通过","宋晓倩","2018-11-28","宋晓倩","2018-12-04","2","",""
"9411","DBShop(#10)","系统管理模块(#154)","","对编辑管理员进行验证","在登录DBShop管理后台情况下","1. 点击系统管理，选择管理员设置中的管理员，点击“编辑”，修改管理员名称为“admin1”，点击保存管理员信息
2. 点击系统管理，选择管理员设置中的管理员，点击“编辑”，修改管理员电子邮件为“admin@163.com”，点击保存管理员信息

3. 点击系统管理，选择管理员设置中的管理员，点击“编辑”，修改管理员电子邮件为“admin163.com”，点击保存管理员信息

4. 
点击系统管理，选择管理员设置中的管理员，点击“编辑”，修改管理员电子邮件为“admin@163.cn”，点击保存管理员信息
5. 点击系统管理，选择管理员设置中的管理员，点击“编辑”，修改管理员电子邮件为“admin@163com”，点击保存管理员信息
","1. 提示“管理员信息编辑成功！ ”
2. 提示“管理员信息编辑成功！ ”
3. 提示“电子邮箱格式错误！”
4. 提示“电子邮箱有误！”
5. 提示“电子邮箱格式错误！”
","1. 管理员名称不可更改
2. 
3. 
4. 提示“管理员信息编辑成功！”
5. 
","","3","功能测试","","正常","1","1","5","失败","宋晓倩","2018-11-28","宋晓倩","2018-12-04","2","",""
"9401","DBShop(#10)","系统管理模块(#154)","","验证客服样式设置要求（在线客服设置中）","登录状态下","1. 点击系统管理——选择在线客服设置——选择客服样式设置——在基本信息中的客服样式选择选为默认样式——点击保存设置信息
2. 点击系统管理——选择在线客服设置——选择客服样式设置——在基本信息中的客服样式选择选为个性样式-1——点击保存设置信息
3. 点击系统管理——选择在线客服设置——选择客服样式设置——在基本信息中的客服样式选择选为个性样式-1——点击保存设置信息——点击刷新
","1. 保存客服样式成功
2. 保存客服样式成功
3. 保存客服样式成功并刷新后显示更新过的信息
","","","2","功能测试","","正常","0","1","3","通过","孟雨轩","2018-11-28","","0000-00-00","1","",""
"9338","DBShop(#10)","系统管理模块(#154)","","对添加新管理员进行验证","在登录DBShop管理后台情况下","1. 点击系统管理，选择管理员设置中的管理员，点击添加新管理员，设置管理员分组为“请选择”，管理员名称为“管理员1”，电子邮件为“admin@qq.com”,登录密码为“123456”，确认密码为“123456”，点击保存管理员信息
2. 点击系统管理，选择管理员设置中的管理员，点击添加新管理员，设置管理员分组为“管理员”，管理员名称为空，电子邮件为“admin@qq.com”,登录密码为“123456”，确认密码为“123456”，点击保存管理员信息
3. 点击系统管理，选择管理员设置中的管理员，点击添加新管理员，设置管理员分组为“管理员”，管理员名称为“管理员1”，电子邮件为空,登录密码为“123456”，确认密码为“123456”，点击保存管理员信息
4. 点击系统管理，选择管理员设置中的管理员，点击添加新管理员，设置管理员分组为“管理员”，管理员名称为“管理员1”，电子邮件为“admin@qq.com”,登录密码为空，确认密码为“123456”，点击保存管理员信息
5. 点击系统管理，选择管理员设置中的管理员，点击添加新管理员，设置管理员分组为“管理员”，管理员名称为“管理员1”，电子邮件为“admin@qq.com”,登录密码为“123456”，确认密码为空，点击保存管理员信息
6. 点击系统管理，选择管理员设置中的管理员，点击添加新管理员，设置管理员分组为“管理员”，管理员名称为“管理员1”，电子邮件为“admin@qq.com”,登录密码为“123456”，确认密码为“123456”，点击保存管理员信息
","1. 提示“请选择管理员分组”
2. 提示“请输入管理员登录名称！”
3. 提示“请输入电子邮箱！”
4. 提示“请输入密码！两次输入的密码不一致！”
5. 提示“请输入确认密码！”
6. 跳转页面到管理员页面，可以查看添加信息
","","","3","功能测试","","正常","0","1","6","通过","宋晓倩","2018-11-28","宋晓倩","2018-12-05","2","",""
"9319","DBShop(#10)","销售管理模块(#148)","","退货管理功能中订单的信息的检索","登录DBShop系统，已经有人购买过商品，有人申请过退货","1. 登录DBShop后台管理系统——输入账号admin——输入密码111111——点击销售管理——点击退货管理——输入订单编号——点击搜索
2. 登录DBShop后台管理系统——输入账号admin——输入密码111111——点击销售管理——点击退货管理——选择退款方式——退款到账户余额——点击搜索
3. 登录DBShop后台管理系统——输入账号admin——输入密码111111——点击销售管理——点击退货管理———选择退款方式——退款到银行——点击搜索
4. 登录DBShop后台管理系统——输入账号admin——输入密码111111——点击销售管理——点击退货管理———选择退款方式——退款到第三方支付——点击搜索
5. 登录DBShop后台管理系统——输入账号admin——输入密码111111——点击销售管理——点击退货管理———选择申请时间2018-11-28至2018-11-30——点击搜索
6. 登录DBShop后台管理系统——输入账号admin——输入密码111111——点击销售管理——点击退货管理———选择处理时间2018-11-28至2018-11-30——点击搜索
","1. 显示所查询订单编号的订单信息
2. 显示退款方式为退款到账户余额的订单信息
3. 显示退款方式为退款到银行的订单信息
4. 显示退款方式为退款到第三方支付的订单信息
5. 显示申请时间2018-11-28至2018-11-30的订单信息
6. 显示处理时间2018-11-28至2018-11-30的订单信息
","","退货","2","功能测试","
单元测试阶段
功能测试阶段","正常","0","1","6","通过","张家旺","2018-11-28","","0000-00-00","1","",""
"9070","DBShop(#10)","/(#0)","","从后台获取支付记录","登录DBShop系统，已经有人购买过商品","1. 登录DBShop后台管理系统——输入账号admin——输入密码111111——点击销售管理——点击支付记录
","1. 可以查看到最近的支付记录
","","","3","功能测试","","正常","0","0","1","","张家旺","2018-11-27","","0000-00-00","1","",""
"8511","DBShop(#10)","销售管理模块(#148)","","导出发货单操作","管理员登录后台管理系统以及添加商品信息，已经进行过交易","1. 登录DBShop后台管理系统——输入账号admin——输入密码111111——可选导出不勾选——开始时间设定——结束时间设定——顺丰速运——已发货——点击导出Excel文件
2. 登录DBShop后台管理系统——输入账号admin——输入密码111111——可选导出不勾选——开始时间设定——结束时间设定——顺丰速运——未发货——点击导出Excel文件
3. 登录DBShop后台管理系统——输入账号admin——输入密码111111——可选导出勾选任意几个——开始时间设定——结束时间设定——顺丰速运——未发货——点击导出Excel文件
","1. 生成在设置时间段的顺丰速运的已发货订单信息的Excel文件
2. 生成在设置时间段的顺丰速运的未发货的订单信息的Excel文件
3. 生成在设置时间段的顺丰速运的未发货的且信息带有勾选的订单信息的Excel文件
","","时间设定，发货状态","2","功能测试","
单元测试阶段
功能测试阶段","正常","0","1","3","通过","张家旺","2018-11-27","","0000-00-00","1","",""
"8460","DBShop(#10)","系统管理模块(#154)","","验证动态API设置要求（在配送设置中）","登录状态下","1. 点击系统管理——点击配送设置——选择配送设置里面的动态API——点击快递100操作为编辑——API状态开启（未进行动态绑定）——点击保存动态API信息

2. 点击系统管理——点击配送设置——选择配送设置里面的动态API——点击快递100操作为编辑——API状态开启（已进行动态绑定）——点击保存动态API信息
","1. 提示“请先进行动态绑定”
2. 
提示“动态API信息保存成功”
","1. 提示“动态API信息保存成功”
2. 
","","2","功能测试","","正常","1","1","2","失败","孟雨轩","2018-11-27","","0000-00-00","1","",""
"8418","DBShop(#10)","系统管理模块(#154)","","验证配送方式编辑，删除，刷新功能（在配送设置中）","登录状态下","1. 点击系统管理——点击配送设置——选择配送设置里面的配送设置——点击最后一条配送方式操作为编辑
2. 点击系统管理——点击配送设置——选择配送设置里面的配送设置——点击最后一条配送方式操作为删除——出现提示框，选择确定
3. 点击系统管理——点击配送设置——选择配送设置里面的配送设置——点击最后一条配送方式操作为删除——出现提示框，选择取消
4. 点击系统管理——点击配送设置——选择配送设置里面的配送设置——点击最后一条配送方式操作为编辑——点击刷新
","1. 进入编辑基本信息界面
2. 本条配送方式已删除
3. 未成功删除本条配送方式
4. 刷新成功
","","","2","功能测试","","正常","0","1","4","通过","孟雨轩","2018-11-27","孟雨轩","2018-12-04","2","",""
"8415","DBShop(#10)","系统管理模块(#154)","","验证费用设置要求（在配送设置中）","登录状态下","1. 点击系统管理——点击配送设置——选择配送设置里面的配送设置——点击添加配送方式——点击费用设置——费用设置方式选择统一配置——配送费用（公式）空着不填写——点击保存配送方式信息

2. 
点击系统管理——点击配送设置——选择配送设置里面的配送设置——点击添加配送方式——点击费用设置——费用设置方式选择统一配置——配送费用（公式）写1111——点击保存配送方式信息

3. 
点击系统管理——点击配送设置——选择配送设置里面的配送设置——点击添加配送方式——点击费用设置——费用设置方式选择统一配置——配送费用（公式）写1111——点击保存配送方式信息——点击刷新

","1. 提示“配送费用（公式）不能为空！”
2. 保存成功并跳转配送管理界面
3. 刷新成功并显示刚刚更新过的信息
","1. 保存成功并跳转配送管理界面
2. 
3. 
","","2","功能测试","","正常","1","1","3","失败","孟雨轩","2018-11-27","孟雨轩","2018-12-05","1","",""
"8404","DBShop(#10)","系统管理模块(#154)","","验证添加配送方式功能（在配送设置中）","登录状态下","1. 点击系统管理——点击配送设置——选择配送设置里面的配送设置——点击添加配送方式——点击基本信息——添加配送方式——配送(公司)名称为中通快递——配送(公司)简介：“一家让你满意的公司”——配送状态：“开启”——配送排序：空——点击保存配送方式信息
2. 点击系统管理——点击配送设置——选择配送设置里面的配送设置——点击添加配送方式——点击基本信息——添加配送方式——配送(公司)名称为空——配送(公司)简介：“一家让你满意的公司”——配送状态：“开启”——配送排序：“255”——点击保存配送方式信息
3. 点击系统管理——点击配送设置——选择配送设置里面的配送设置——点击添加配送方式——点击基本信息——配送(公司)名称：“中通快递”——配送(公司)简介：“一家让你满意的公司”——配送状态：“开启”——配送排序：“255”——点击费用设置——费用设置方式：“统一设置”——配送费用（公式）按重量和距离来收费的,省内件1公斤之内,一般十元左右,每超出1公斤,再加二至五元,省外件12至15一公斤,每超出1公斤另加五至八元——点击保存配送方式信息
4. 点击系统管理——点击配送设置——选择配送设置里面的配送设置——点击添加配送方式——点击基本信息——配送(公司)名称：“中通快递”——配送(公司)简介：“一家让你满意的公司”——配送状态：“关闭”——配送排序：“255”——点击费用设置——费用设置方式：“统一设置”——配送费用（公式）按重量和距离来收费的,省内件1公斤之内,一般十元左右,每超出1公斤,再加二至五元,省外件12至15一公斤,每超出1公斤另加五至八元——点击保存配送方式信息
","1. 提示“配送排序不能为空！”
2. 提示“配送名称不能为空！”
3. 保存成功并跳转配送管理界面
4. 保存成功并跳转配送管理界面
","","","2","功能测试","","正常","0","1","4","通过","孟雨轩","2018-11-27","孟雨轩","2018-12-05","4","",""
"8371","DBShop(#10)","系统管理模块(#154)","","验证支付设置要求（在支付设置中）","登录状态下","1. 点击系统管理——点击支付设置——点击微信扫码支付后面的编辑——显示设置不勾选——其他信息不更改——点击保存客户支付方式信息

2. 点击系统管理——点击支付设置——点击微信扫码支付后面的编辑——点击刷新

3. 点击系统管理——点击支付设置——点击微信扫码支付后面的编辑——点击返回支付方式列表  
","1. 提示“支付方式设置保存成功”
2. 更改过的信息已保存
3. 返回到支付管理界面
","","","3","功能测试","","正常","0","1","3","通过","孟雨轩","2018-11-27","孟雨轩","2018-12-04","3","",""
"8360","DBShop(#10)","系统管理模块(#154)","","对库存状态中的“删除”操作进行验证","在登录DBShop管理后台情况下 ","1. 点击系统管理，选择状态设置中的库存状态，选择库存状态名称为“无库存”，选择点击“删除”，确认删除该库存状态
2. 点击系统管理，选择状态设置中的库存状态，选择库存状态名称为“无库存”，选择点击“删除”，取消删除该库存状态
","1. 库存状态管理页面不显示已删除信息
2. 没有删除此信息
","","","3","功能测试","","正常","0","2","2","通过","宋晓倩","2018-11-27","宋晓倩","2018-12-04","2","",""
"8346","DBShop(#10)","系统管理模块(#154)","","对库存状态中的“编辑”操作进行验证","
在登录DBShop管理后台情况下 ","1. 点击系统管理，选择状态设置中的库存状态，点击“编辑”，更改库存状态名称为“有货”，点击“保存库存状态信息”

2. 点击系统管理，选择状态设置中的库存状态，点击“编辑”，更改库存状态排序为“200”，点击“保存库存状态信息”

","1. 
跳转页面到库存状态管理页面，显示更改后的信息
2. 跳转页面到库存状态管理页面，显示更改后的信息
","","","3","功能测试","","正常","0","1","2","通过","宋晓倩","2018-11-27","","0000-00-00","1","",""
"8320","DBShop(#10)","系统管理模块(#154)","","对库存状态中的添加库存状态类型为“无货状态”进行验证","
在登录DBShop管理后台情况下 ","1. 点击系统管理，选择状态设置中的库存状态，点击“添加库存状态”，设置状态类型为“无货状态”，设置库存状态名称为“无库存”，设置库存状态排序为空，点击“保存库存状态信息”
2. 点击系统管理，选择状态设置中的库存状态，点击“添加库存状态”，设置状态类型为“无货状态”，设置库存状态名称为空，设置库存状态排序为“255”，点击“保存库存状态信息”
3. 
点击系统管理，选择状态设置中的库存状态，点击“添加库存状态”，设置状态类型为“无货状态”，设置库存状态名称为“无库存”，设置库存状态排序为“255”，点击“保存库存状态信息”
","1. 
提示“库存状态排序不能为空”
2. 提示“库存状态名称不能为空”
3. 提示“添加信息成功”，跳转页面到库存状态管理页面，显示添加信息

","1. 提示“添加信息成功”，跳转页面到库存状态管理页面，显示添加信息
2. 
3. 
","","3","功能测试","","正常","1","1","3","失败","宋晓倩","2018-11-27","","0000-00-00","1","",""
"8311","DBShop(#10)","系统管理模块(#154)","","对库存状态中的添加库存状态类型为“有货状态”进行验证","在登录DBShop管理后台情况下","1. 点击系统管理，选择状态设置中的库存状态，点击“添加库存状态”，设置状态类型为“有货状态”，设置库存状态名称为“有库存”，设置库存状态排序为空，点击“保存库存状态信息”
2. 点击系统管理，选择状态设置中的库存状态，点击“添加库存状态”，设置状态类型为“有货状态”，设置库存状态名称为空，设置库存状态排序为“200”，点击“保存库存状态信息”
3. 点击系统管理，选择状态设置中的库存状态，点击“添加库存状态”，设置状态类型为“有货状态”，设置库存状态名称为“有库存”，设置库存状态排序为“200”，点击“保存库存状态信息”
","1. 提示“库存状态排序不能为空”
2. 提示“库存状态名称不能为空”
3. 提示“添加信息成功”，跳转页面到库存状态管理页面，显示添加信息
","1. 提示“添加信息成功”，跳转页面到库存状态管理页面，显示添加信息
2. 
3. 
","","3","功能测试","","正常","1","1","3","失败","宋晓倩","2018-11-27","宋晓倩","2018-11-27","2","",""
"8307","DBShop(#10)","系统管理模块(#154)","","验证添加货币功能（在货币设置中）","登录状态下","1. 点击系统管理——点击货币设置——点击添加货币——在基本信息中填写——货币选择“安道尔比塞塔”——货币名称空置不填写——小数位数2——货币汇率3——其他信息随意填写 ——点击保存货币信息
2. 点击系统管理——点击货币设置——点击添加货币——在基本信息中填写——点击货币选择，在搜索框输入“空”——货币名称填写币——小数位数2——货币汇率3——其他信息随意填写 ——点击保存货币信息
3. 点击系统管理——点击货币设置——点击添加货币——在基本信息中填写——点击货币选择，在搜索框输入“英镑”——选择英镑——货币名称填写英镑——小数位数空置不填写——货币汇率3——其他信息随意填写 ——点击保存货币信息
4. 点击系统管理——点击货币设置——点击添加货币——在基本信息中填写——点击货币选择，在搜索框输入“英镑”——选择英镑——货币名称填写英镑——小数位数2—货币汇率空置不填写——其他信息随意填写 ——点击保存货币信息
5. 点击系统管理——点击货币设置——点击添加货币——在基本信息中填写——点击货币选择，在搜索框输入“英镑”——选择英镑——货币名称填写英镑——小数位数7—货币汇率3——其他信息随意填写 ——点击保存货币信息
","1. 提示“货币名称不能为空！”
2. 提示“No results match “空“”
3. 提示“小数位数不能为空！”
4. 提示“货币汇率不能为空！”
5. 
提示“位数最大为6！”
","","","2","功能测试","","正常","0","1","5","通过","孟雨轩","2018-11-27","孟雨轩","2018-12-04","5","",""
"8260","DBShop(#10)","系统管理模块(#154)","","对地区管理的查看下级进行验证","在登录DBShop管理后台情况下 ","1. 点击系统管理中的地区管理，点击“北京市”这一地区，选择“查看下级”
2. 点击系统管理中的地区管理，点击“北京市”这一地区，选择“查看下级”，点击“返回顶级”
3. 点击系统管理中的地区管理，点击“北京市”这一地区，选择“查看下级”，点击“返回上一级”
","1. 页面跳转到“北京市”下级地区
2. 页面跳转到“顶级页面”
3. 
页面跳转到“上一级界面”
","","","3","功能测试","","正常","0","1","3","通过","宋晓倩","2018-11-27","","0000-00-00","1","",""
"8256","DBShop(#10)","系统管理模块(#154)","","验证第三方登录设置要求（在客户设置中）","登录状态下","1. 点击系统管理——点击客户设置——点击第三方登录——前台顶部选择不显示——QQ互联登录选择关闭——微信登录内选择开启—— 点击去获取微信内登录的AppID 和 AppSecret并填写——微信登录(网站)选择开启—— 点击去获取微信网站登录的AppID 和 AppSecret并填写——支付宝登录选择开启——点击去获取支付宝登录的Pid 和 Key并填写——点击保存客户设置
2. 点击系统管理——点击客户设置——点击第三方登录——前台顶部选择选择显示——QQ互联登录选择开启——点击查看如何获取QQ互联的APP ID 和 APP KEY并填写——微信登录内选择开启—— 点击去获取微信内登录的AppID 和 AppSecret并填写——微信登录(网站)选择开启—— 点击去获取微信网站登录的AppID 和 AppSecret并填写——支付宝登录选择开启——点击去获取支付宝登录的Pid 和 Key并填写——点击保存客户设置
","1. 提示“客户设置保存成功”
2. 提示“客户设置保存成功”
","","","4","功能测试","","正常","0","1","2","通过","孟雨轩","2018-11-27","孟雨轩","2018-12-03","2","",""
"8242","DBShop(#10)","系统管理模块(#154)","","对地区管理的删除地区进行验证","在登录DBShop管理后台情况下 ","1. 点击系统管理中的地区管理，点击“北京直辖市”这一地区，选择“删除”，确认删除该地区
2. 点击系统管理中的地区管理，点击“北京直辖市”这一地区，选择“删除”，取消删除该地区
","1. 提示“更改信息成功”，不可以在地区名称查找到“北京直辖市”
2. 此信息没有被删除
","","","3","功能测试","","正常","0","1","2","通过","宋晓倩","2018-11-27","宋晓倩","2018-12-04","2","",""
"8240","DBShop(#10)","系统管理模块(#154)","","对地区管理的编辑地区进行验证","在登录DBShop管理后台情况下 ","1. 点击系统管理中的地区管理，点击“北京”这一地区，选择“编辑”，编辑地区名称，改为“北京直辖市”，点击保存
2. 点击系统管理中的地区管理，点击“北京”这一地区，选择“编辑”，编辑地区名称，改为空，点击保存
","1. 提示“更改信息成功”，可以在地区名称查找到“北京直辖市”
2. 提示“地区名称不能为空！”
","","","3","功能测试","","正常","0","1","2","通过","宋晓倩","2018-11-27","宋晓倩","2018-12-04","2","",""
"8226","DBShop(#10)","系统管理模块(#154)",""," 对地区管理中的添加地区进行验证","在登录DBShop管理后台情况下 ","1. 点击系统管理中的地区管理，选择添加地区，输入地区名称“北京”，选择保存
2. 点击系统管理中的地区管理，选择添加地区，输入地区名称为空，选择保存
3. 点击系统管理中的地区管理，选择添加地区，输入地区名称为“AA，bb”，选择保存
","1. 提示“添加地区成功”
2. 提示“请输入地区名称！”
3. 页面跳转到地区管理页面，显示两条添加信息
","","","3","功能测试","","正常","0","1","3","通过","宋晓倩","2018-11-27","宋晓倩","2018-12-04","3","",""
"8205","DBShop(#10)","系统管理模块(#154)","","验证注册与登录设置要求（在客户设置中）","登录状态下","1. 点击系统管理——点击客户设置——点击注册与登录——系统注册项设置电子邮箱空选——电话号码选择启用——可用登录名方式勾选电子邮件——第三方登录设置项电子邮箱选择启用（未开启第三方登录）——点击保存客户设置
2. 点击系统管理——点击客户设置——点击注册与登录——系统注册项设置电子邮箱选择启用——电话号码勾选——可用登录名方式勾选电子邮件——第三方登录设置项电子邮箱选择启用（已开启第三方登录）——点击保存客户设置
","1. 提示“设置与实际不符”
2. 提示“客户设置保存成功”
","1. 提示“客户设置保存成功”
2. 
","","4","功能测试","","正常","1","1","2","失败","孟雨轩","2018-11-27","孟雨轩","2018-12-03","2","",""
"8194","DBShop(#10)","系统管理模块(#154)","","对电子邮件提醒设置中的虚拟商品发货进行验证","在登录DBShop管理后台情况下 ","1. 点击系统管理中的消息提醒设置，选择电子邮件提醒设置，选择虚拟商品发货，选择发给管理员,点击保存提醒设置
2. 点击系统管理中的消息提醒设置，选择电子邮件提醒设置，选择虚拟商品发货，选择发给买家,点击保存提醒设置
3. 点击系统管理中的消息提醒设置，选择电子邮件提醒设置，选择虚拟商品发货，选择发给管理员和买家,点击保存提醒设置
","1. 提示“邮件提醒设置保存成功！”,跳转页面到基本信息
2. 提示“邮件提醒设置保存成功！”,跳转页面到基本信息
3. 提示“邮件提醒设置保存成功！”,跳转页面到基本信息
","","","3","功能测试","","正常","0","1","3","通过","宋晓倩","2018-11-27","","0000-00-00","1","",""
"8191","DBShop(#10)","系统管理模块(#154)","","对电子邮件提醒设置中的商品缺货进行验证","在登录DBShop管理后台情况下","1. 点击系统管理中的消息提醒设置，选择电子邮件提醒设置，选择商品缺货，选择发给管理员,点击保存提醒设置
","1. 
提示“邮件提醒设置保存成功！”,跳转页面到基本信息
","","","3","功能测试","","正常","0","1","1","通过","宋晓倩","2018-11-27","","0000-00-00","1","",""
"8188","DBShop(#10)","系统管理模块(#154)","","对电子邮件提醒设置中的咨询回复进行验证","在登录DBShop管理后台情况下","1. 点击系统管理中的消息提醒设置，选择电子邮件提醒设置，选择咨询回复，选择发给管理员,点击保存提醒设置
2. 点击系统管理中的消息提醒设置，选择电子邮件提醒设置，选择咨询回复，选择发给咨询者,点击保存提醒设置
3. 点击系统管理中的消息提醒设置，选择电子邮件提醒设置，选择咨询回复，选择发给管理员和咨询者,点击保存提醒设置
","1. 
提示“邮件提醒设置保存成功！”,跳转页面到基本信息
2. 
提示“邮件提醒设置保存成功！”,跳转页面到基本信息
3. 
提示“邮件提醒设置保存成功！”,跳转页面到基本信息
","","","3","功能测试","","正常","0","1","3","通过","宋晓倩","2018-11-27","","0000-00-00","1","",""
"8186","DBShop(#10)","系统管理模块(#154)","","验证基本设置要求（在客户设置中）","登录状态下","1. 点击系统管理——点击客户设置——点击基本设置——客户注册状态选择关闭——注册关闭显示信息填写——客户注册默认组为请选择——点击保存客户设置
2. 点击系统管理——点击客户设置——点击基本设置——客户注册状态选择关闭——注册关闭显示信息填写——客户注册默认组为普通会员——点击保存客户设置
","1. 提示“请选择客户默认组！”
2. 提示“客户设置保存成功”
","","","4","功能测试","","正常","0","1","2","通过","孟雨轩","2018-11-27","孟雨轩","2018-12-11","3","",""
"8183","DBShop(#10)","系统管理模块(#154)","","对电子邮件提醒设置中的商品咨询进行验证","在登录DBShop管理后台情况下 ","1. 点击系统管理中的消息提醒设置，选择电子邮件提醒设置，选择商品咨询，选择发给管理员,点击保存提醒设置
2. 点击系统管理中的消息提醒设置，选择电子邮件提醒设置，选择商品咨询，选择发给咨询者,点击保存提醒设置
3. 点击系统管理中的消息提醒设置，选择电子邮件提醒设置，选择商品咨询，选择发给管理员和咨询者,点击保存提醒设置
","1. 提示“邮件提醒设置保存成功！”,跳转页面到基本信息
2. 提示“邮件提醒设置保存成功！”,跳转页面到基本信息
3. 提示“邮件提醒设置保存成功！”,跳转页面到基本信息
","","","3","功能测试","","正常","0","1","3","通过","宋晓倩","2018-11-27","","0000-00-00","1","",""
